game_id,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,opp_id,opp_fran,elo_i,opp_elo_i,game_result
200104170POR,2001,4/17/2001,82,0,POR,Trailblazers,SAS,Spurs,1580.0568,1728.1406,L
200104170TOR,2001,4/17/2001,81,0,TOR,Raptors,DET,Pistons,1564.6681,1442.1552,W
200104170UTA,2001,4/17/2001,81,0,UTA,Jazz,LAC,Clippers,1609.9468,1464.2102,W
200104180BOS,2001,4/18/2001,82,0,BOS,Celtics,CHH,Pelicans,1467.3157,1533.8365,L
200104180CLE,2001,4/18/2001,82,0,CLE,Cavaliers,IND,Pacers,1381.0833,1499.7249,L
200104180DAL,2001,4/18/2001,82,0,DAL,Mavericks,MIN,Timberwolves,1636.8026,1567.5315,W
200104180DEN,2001,4/18/2001,82,0,DEN,Nuggets,SAC,Kings,1441.3906,1667.0238,W
200104180GSW,2001,4/18/2001,82,0,GSW,Warriors,VAN,Grizzlies,1230.4911,1340.5457,L
200104180NYK,2001,4/18/2001,82,0,NYK,Knicks,DET,Pistons,1522.1869,1440.3717,W
200104180ORL,2001,4/18/2001,82,0,ORL,Magic,MIA,Heat,1531.9552,1555.7822,L
200104180PHI,2001,4/18/2001,82,0,PHI,Sixers,CHI,Bulls,1579.1169,1237.1107,L
200104180PHO,2001,4/18/2001,82,0,PHO,Suns,UTA,Jazz,1591.2581,1612.2465,W
200104180SEA,2001,4/18/2001,82,0,SEA,Thunder,SAS,Spurs,1522.3943,1734.5629,W
200104180WAS,2001,4/18/2001,82,0,WAS,Wizards,TOR,Raptors,1289.887,1566.4515,L
200104210MIA,2001,4/21/2001,83,1,MIA,Heat,CHH,Pelicans,1570.8475,1541.7622,L
200104210PHI,2001,4/21/2001,83,1,PHI,Sixers,IND,Pacers,1556.9331,1505.6223,L
200104210SAS,2001,4/21/2001,83,1,SAS,Spurs,MIN,Timberwolves,1697.0692,1559.6256,W
200104210UTA,2001,4/21/2001,83,1,UTA,Jazz,DAL,Mavericks,1607.1073,1644.7085,W
200104220LAL,2001,4/22/2001,83,1,LAL,Lakers,POR,Trailblazers,1647.2938,1573.6345,W
200104220MIL,2001,4/22/2001,83,1,MIL,Bucks,ORL,Magic,1627.3063,1516.8899,W
200104220NYK,2001,4/22/2001,83,1,NYK,Knicks,TOR,Raptors,1525.6957,1570.0525,W
200104220SAC,2001,4/22/2001,83,1,SAC,Kings,PHO,Suns,1651.4877,1596.3972,L
200104230MIA,2001,4/23/2001,84,1,MIA,Heat,CHH,Pelicans,1541.0458,1571.564,L
200104230SAS,2001,4/23/2001,84,1,SAS,Spurs,MIN,Timberwolves,1699.4718,1557.223,W
200104240PHI,2001,4/24/2001,84,1,PHI,Sixers,IND,Pacers,1550.4496,1512.1058,W
200104240UTA,2001,4/24/2001,84,1,UTA,Jazz,DAL,Mavericks,1610.8917,1640.9241,W
200104250MIL,2001,4/25/2001,84,1,MIL,Bucks,ORL,Magic,1632.1195,1512.0767,W
200104250SAC,2001,4/25/2001,84,1,SAC,Kings,PHO,Suns,1642.4314,1605.4535,W
200104260LAL,2001,4/26/2001,84,1,LAL,Lakers,POR,Trailblazers,1653.0819,1567.8464,W
200104260NYK,2001,4/26/2001,84,1,NYK,Knicks,TOR,Raptors,1532.4709,1563.2772,L
200104270CHH,2001,4/27/2001,85,1,CHH,Pelicans,MIA,Heat,1596.5627,1516.047,W
200104280DAL,2001,4/28/2001,85,1,DAL,Mavericks,UTA,Jazz,1632.5684,1619.2474,W
200104280IND,2001,4/28/2001,85,1,IND,Pacers,PHI,Sixers,1503.5819,1558.9735,L
200104280MIN,2001,4/28/2001,85,1,MIN,Timberwolves,SAS,Spurs,1552.3473,1704.3475,W
200104280ORL,2001,4/28/2001,85,1,ORL,Magic,MIL,Bucks,1508.9315,1635.2646,W
200104290PHO,2001,4/29/2001,85,1,PHO,Suns,SAC,Kings,1594.3474,1653.5375,L
200104290POR,2001,4/29/2001,85,1,POR,Trailblazers,LAL,Lakers,1561.052,1659.8763,L
200104290TOR,2001,4/29/2001,85,1,TOR,Raptors,NYK,Knicks,1584.0258,1511.7224,L
200104300MIN,2001,4/30/2001,86,1,MIN,Timberwolves,SAS,Spurs,1564.0125,1692.6824,L
200105010DAL,2001,5/1/2001,86,1,DAL,Mavericks,UTA,Jazz,1636.0792,1615.7366,W
200105010ORL,2001,5/1/2001,86,1,ORL,Magic,MIL,Bucks,1516.6642,1627.532,L
200105020IND,2001,5/2/2001,86,1,IND,Pacers,PHI,Sixers,1495.3522,1567.2032,L
200105020PHO,2001,5/2/2001,86,1,PHO,Suns,SAC,Kings,1583.8643,1664.0206,L
200105020TOR,2001,5/2/2001,86,1,TOR,Raptors,NYK,Knicks,1568.6621,1527.0861,W
200105030UTA,2001,5/3/2001,87,1,UTA,Jazz,DAL,Mavericks,1602.4365,1649.3793,L
200105040NYK,2001,5/4/2001,87,1,NYK,Knicks,TOR,Raptors,1522.4487,1573.2994,L
200105050SAS,2001,5/5/2001,87,1,SAS,Spurs,DAL,Mavericks,1703.6742,1654.24,W
200105060LAL,2001,5/6/2001,86,1,LAL,Lakers,SAC,Kings,1672.1821,1673.0568,W
200105060MIL,2001,5/6/2001,87,1,MIL,Bucks,CHH,Pelicans,1636.2516,1602.7113,W
200105060PHI,2001,5/6/2001,87,1,PHI,Sixers,TOR,Raptors,1573.385,1580.8077,L
200105070SAS,2001,5/7/2001,88,1,SAS,Spurs,DAL,Mavericks,1711.1407,1646.7734,W
200105080LAL,2001,5/8/2001,87,1,LAL,Lakers,SAC,Kings,1675.923,1669.3159,W
200105080MIL,2001,5/8/2001,88,1,MIL,Bucks,CHH,Pelicans,1642.9117,1596.0511,W
200105090DAL,2001,5/9/2001,90,1,DAL,Mavericks,SAS,Spurs,1640.4158,1717.4984,L
200105090PHI,2001,5/9/2001,88,1,PHI,Sixers,TOR,Raptors,1565.7754,1588.4174,W
200105100CHH,2001,5/10/2001,88,1,CHH,Pelicans,MIL,Bucks,1593.8781,1645.0848,W
200105110SAC,2001,5/11/2001,89,1,SAC,Kings,LAL,Lakers,1664.311,1680.9279,L
200105110TOR,2001,5/11/2001,90,1,TOR,Raptors,PHI,Sixers,1583.2418,1570.9509,W
200105120DAL,2001,5/12/2001,91,1,DAL,Mavericks,SAS,Spurs,1626.4509,1731.4633,W
200105130CHH,2001,5/13/2001,89,1,CHH,Pelicans,MIL,Bucks,1602.4722,1636.4907,W
200105130SAC,2001,5/13/2001,90,1,SAC,Kings,LAL,Lakers,1641.1311,1704.1078,L
200105130TOR,2001,5/13/2001,91,1,TOR,Raptors,PHI,Sixers,1594.991,1559.2018,L
200105140SAS,2001,5/14/2001,91,1,SAS,Spurs,DAL,Mavericks,1725.0219,1632.8923,W
200105150MIL,2001,5/15/2001,91,1,MIL,Bucks,CHH,Pelicans,1629.9994,1608.9635,L
200105160PHI,2001,5/16/2001,91,1,PHI,Sixers,TOR,Raptors,1570.0344,1584.1583,W
200105170CHH,2001,5/17/2001,91,1,CHH,Pelicans,MIL,Bucks,1622.3832,1616.5797,L
200105180TOR,2001,5/18/2001,93,1,TOR,Raptors,PHI,Sixers,1567.5377,1586.655,W
200105190SAS,2001,5/19/2001,92,1,SAS,Spurs,LAL,Lakers,1731.5861,1712.9225,L
200105200MIL,2001,5/20/2001,93,1,MIL,Bucks,CHH,Pelicans,1628.4858,1610.4771,W
200105200PHI,2001,5/20/2001,93,1,PHI,Sixers,TOR,Raptors,1578.2252,1575.9675,W
200105210SAS,2001,5/21/2001,93,1,SAS,Spurs,LAL,Lakers,1712.7021,1731.8064,L
200105220PHI,2001,5/22/2001,94,1,PHI,Sixers,MIL,Bucks,1580.8925,1634.4701,W
200105240PHI,2001,5/24/2001,95,1,PHI,Sixers,MIL,Bucks,1588.4839,1626.8787,L
200105250LAL,2001,5/25/2001,92,1,LAL,Lakers,SAS,Spurs,1742.8585,1701.65,W
200105260MIL,2001,5/26/2001,96,1,MIL,Bucks,PHI,Sixers,1642.781,1572.5815,W
200105270LAL,2001,5/27/2001,93,1,LAL,Lakers,SAS,Spurs,1757.5012,1687.0073,W
200105280MIL,2001,5/28/2001,97,1,MIL,Bucks,PHI,Sixers,1646.4963,1568.8662,L
200105300PHI,2001,5/30/2001,98,1,PHI,Sixers,MIL,Bucks,1582.1245,1633.238,W
200106010MIL,2001,6/1/2001,99,1,MIL,Bucks,PHI,Sixers,1629.892,1585.4706,W
200106030PHI,2001,6/3/2001,100,1,PHI,Sixers,MIL,Bucks,1579.8264,1635.5361,W
200106060LAL,2001,6/6/2001,94,1,LAL,Lakers,PHI,Sixers,1767.7363,1592.1791,L
200106080LAL,2001,6/8/2001,95,1,LAL,Lakers,PHI,Sixers,1751.2684,1608.647,W
200106100PHI,2001,6/10/2001,103,1,PHI,Sixers,LAL,Lakers,1605.4132,1754.5022,L
200106130PHI,2001,6/13/2001,104,1,PHI,Sixers,LAL,Lakers,1599.5922,1760.3232,L
200106150PHI,2001,6/15/2001,105,1,PHI,Sixers,LAL,Lakers,1589.4489,1770.4666,L
200110300CLE,2002,10/30/2001,1,0,CLE,Cavaliers,BOS,Celtics,1407.6394,1470.7925,L
200110300DAL,2002,10/30/2001,1,0,DAL,Mavericks,DET,Pistons,1595.9961,1453.8972,W
200110300HOU,2002,10/30/2001,1,0,HOU,Rockets,ATL,Hawks,1569.7119,1373.7035,W
200110300LAL,2002,10/30/2001,1,0,LAL,Lakers,POR,Trailblazers,1710.4186,1537.8097,W
200110300MIN,2002,10/30/2001,1,0,MIN,Timberwolves,PHI,Sixers,1541.0155,1562.0179,W
200110300NJN,2002,10/30/2001,1,0,NJN,Nets,IND,Pacers,1378.4458,1493.1278,W
200110300NYK,2002,10/30/2001,1,0,NYK,Knicks,WAS,Wizards,1512.4553,1340.9645,W
200110300ORL,2002,10/30/2001,1,0,ORL,Magic,TOR,Raptors,1507.2085,1556.2252,W
200110300PHO,2002,10/30/2001,1,0,PHO,Suns,DEN,Nuggets,1557.3711,1468.9451,L
200110300SAC,2002,10/30/2001,1,0,SAC,Kings,SEA,Thunder,1600.4873,1546.166,W
200110300SAS,2002,10/30/2001,1,0,SAS,Spurs,LAC,Clippers,1633.8291,1472.6829,W
200110300UTA,2002,10/30/2001,1,0,UTA,Jazz,MIL,Bucks,1574.4319,1593.6376,L
200110310BOS,2002,10/31/2001,2,0,BOS,Celtics,NJN,Nets,1488.8016,1386.601,L
200110310CHH,2002,10/31/2001,1,0,CHH,Pelicans,CLE,Cavaliers,1579.6196,1389.6302,W
200110310CHI,2002,10/31/2001,1,0,CHI,Bulls,IND,Pacers,1320.7209,1484.9727,L
200110310MIA,2002,10/31/2001,1,0,MIA,Heat,TOR,Raptors,1508.6738,1538.7144,W
200110310POR,2002,10/31/2001,2,0,POR,Trailblazers,GSW,Warriors,1534.6942,1289.8259,W
200111010ATL,2002,11/1/2001,2,0,ATL,Hawks,WAS,Wizards,1371.9515,1339.5891,L
200111010DEN,2002,11/1/2001,2,0,DEN,Nuggets,MIL,Bucks,1478.7849,1604.6863,L
200111010GSW,2002,11/1/2001,2,0,GSW,Warriors,PHO,Suns,1288.4938,1547.5313,L
200111010HOU,2002,11/1/2001,2,0,HOU,Rockets,LAC,Clippers,1571.4639,1469.3685,W
200111010MEM,2002,11/1/2001,1,0,MEM,Grizzlies,DET,Pistons,1390.9517,1451.0946,L
200111010PHI,2002,11/1/2001,2,0,PHI,Sixers,DAL,Mavericks,1554.9092,1598.7987,L
200111010SEA,2002,11/1/2001,2,0,SEA,Thunder,SAS,Spurs,1542.1539,1637.1434,W
200111010UTA,2002,11/1/2001,2,0,UTA,Jazz,LAL,Lakers,1563.3832,1713.5341,L
200111020BOS,2002,11/2/2001,3,0,BOS,Celtics,CHI,Bulls,1478.6367,1305.8206,W
200111020CHH,2002,11/2/2001,2,0,CHH,Pelicans,NYK,Knicks,1581.6095,1513.8307,W
200111020DET,2002,11/2/2001,3,0,DET,Pistons,NJN,Nets,1463.0382,1396.7659,W
200111020IND,2002,11/2/2001,3,0,IND,Pacers,ORL,Magic,1499.873,1524.7194,W
200111020LAL,2002,11/2/2001,3,0,LAL,Lakers,PHO,Suns,1718.7428,1551.4535,W
200111020MIA,2002,11/2/2001,2,0,MIA,Heat,CLE,Cavaliers,1514.0142,1387.6404,L
200111020MIN,2002,11/2/2001,2,0,MIN,Timberwolves,MEM,Grizzlies,1548.1243,1379.0081,W
200111020TOR,2002,11/2/2001,3,0,TOR,Raptors,DAL,Mavericks,1533.374,1609.0171,W
200111030ATL,2002,11/3/2001,3,0,ATL,Hawks,MIA,Heat,1356.1255,1497.8573,W
200111030CHI,2002,11/3/2001,3,0,CHI,Bulls,NYK,Knicks,1302.1855,1510.756,W
200111030CLE,2002,11/3/2001,4,0,CLE,Cavaliers,ORL,Magic,1403.7972,1517.0154,L
200111030DEN,2002,11/3/2001,3,0,DEN,Nuggets,SAC,Kings,1475.1198,1604.4994,L
200111030HOU,2002,11/3/2001,3,0,HOU,Rockets,MIN,Timberwolves,1574.6332,1550.9309,L
200111030LAC,2002,11/3/2001,3,0,LAC,Clippers,GSW,Warriors,1466.1992,1284.5715,L
200111030MIL,2002,11/3/2001,3,0,MIL,Bucks,BOS,Celtics,1608.3514,1482.2717,W
200111030NJN,2002,11/3/2001,4,0,NJN,Nets,CHH,Pelicans,1390.4668,1584.6842,W
200111030POR,2002,11/3/2001,3,0,POR,Trailblazers,SAS,Spurs,1536.0264,1629.5526,L
200111030SEA,2002,11/3/2001,3,0,SEA,Thunder,UTA,Jazz,1549.7448,1558.1744,L
200111030WAS,2002,11/3/2001,3,0,WAS,Wizards,PHI,Sixers,1355.4152,1544.6908,W
200111040DET,2002,11/4/2001,4,0,DET,Pistons,WAS,Wizards,1469.3373,1372.7489,W
200111040GSW,2002,11/4/2001,4,0,GSW,Warriors,POR,Trailblazers,1294.9869,1521.6313,W
200111040LAL,2002,11/4/2001,4,0,LAL,Lakers,UTA,Jazz,1724.0043,1578.0515,W
200111040MEM,2002,11/4/2001,3,0,MEM,Grizzlies,DAL,Mavericks,1376.2014,1595.6552,L
200111040PHO,2002,11/4/2001,4,0,PHO,Suns,HOU,Rockets,1546.192,1567.4381,L
200111040SAC,2002,11/4/2001,3,0,SAC,Kings,SAS,Spurs,1614.9093,1643.9476,W
200111040TOR,2002,11/4/2001,4,0,TOR,Raptors,IND,Pacers,1546.736,1507.577,W
200111050LAC,2002,11/5/2001,4,0,LAC,Clippers,ATL,Hawks,1455.7838,1365.8693,W
200111050ORL,2002,11/5/2001,4,0,ORL,Magic,SEA,Thunder,1537.8289,1529.8677,L
200111060CLE,2002,11/6/2001,5,0,CLE,Cavaliers,SAC,Kings,1382.9838,1627.2871,L
200111060DAL,2002,11/6/2001,5,0,DAL,Mavericks,CHH,Pelicans,1601.6001,1570.4896,W
200111060HOU,2002,11/6/2001,5,0,HOU,Rockets,DEN,Nuggets,1574.7344,1464.7098,W
200111060MIA,2002,11/6/2001,4,0,MIA,Heat,SEA,Thunder,1488.1135,1538.8743,W
200111060MIN,2002,11/6/2001,4,0,MIN,Timberwolves,NYK,Knicks,1558.126,1500.7164,W
200111060PHI,2002,11/6/2001,4,0,PHI,Sixers,IND,Pacers,1527.3571,1500.7457,L
200111060PHO,2002,11/6/2001,5,0,PHO,Suns,MEM,Grizzlies,1538.8958,1370.2565,W
200111060POR,2002,11/6/2001,5,0,POR,Trailblazers,UTA,Jazz,1506.0518,1575.9872,W
200111060SAS,2002,11/6/2001,5,0,SAS,Spurs,ORL,Magic,1631.5698,1528.8223,W
200111070BOS,2002,11/7/2001,5,0,BOS,Celtics,WAS,Wizards,1479.47,1365.3695,W
200111070CHI,2002,11/7/2001,4,0,CHI,Bulls,DET,Pistons,1312.2251,1476.7167,L
200111070IND,2002,11/7/2001,6,0,IND,Pacers,SAC,Kings,1516.324,1634.9375,W
200111070LAC,2002,11/7/2001,5,0,LAC,Clippers,MEM,Grizzlies,1463.6581,1366.8926,W
200111070NYK,2002,11/7/2001,5,0,NYK,Knicks,CLE,Cavaliers,1495.4114,1375.3334,W
200111070TOR,2002,11/7/2001,5,0,TOR,Raptors,GSW,Warriors,1553.5673,1310.5665,W
200111070UTA,2002,11/7/2001,6,0,UTA,Jazz,ATL,Hawks,1562.3982,1357.995,W
200111080CHH,2002,11/8/2001,5,0,CHH,Pelicans,SAS,Spurs,1561.6732,1637.0696,L
200111080DAL,2002,11/8/2001,6,0,DAL,Mavericks,DEN,Nuggets,1610.4165,1461.6661,W
200111080HOU,2002,11/8/2001,6,0,HOU,Rockets,PHI,Sixers,1577.7781,1511.7788,W
200111080MIL,2002,11/8/2001,4,0,MIL,Bucks,MIA,Heat,1611.1532,1492.1078,W
200111080MIN,2002,11/8/2001,5,0,MIN,Timberwolves,CHI,Bulls,1563.431,1297.7665,W
200111080NJN,2002,11/8/2001,5,0,NJN,Nets,SEA,Thunder,1404.6614,1534.88,W
200111080PHO,2002,11/8/2001,6,0,PHO,Suns,ATL,Hawks,1542.2596,1355.9957,W
200111080POR,2002,11/8/2001,6,0,POR,Trailblazers,LAC,Clippers,1519.6407,1469.5775,W
200111090BOS,2002,11/9/2001,6,0,BOS,Celtics,SEA,Thunder,1483.2222,1521.921,W
200111090DEN,2002,11/9/2001,6,0,DEN,Nuggets,HOU,Rockets,1457.5298,1581.2292,W
200111090IND,2002,11/9/2001,7,0,IND,Pacers,NYK,Knicks,1528.7683,1501.1042,W
200111090LAL,2002,11/9/2001,5,0,LAL,Lakers,MEM,Grizzlies,1726.0686,1360.9731,W
200111090ORL,2002,11/9/2001,6,0,ORL,Magic,SAC,Kings,1523.3225,1622.4932,W
200111090WAS,2002,11/9/2001,6,0,WAS,Wizards,GSW,Warriors,1361.6173,1307.7642,L
200111100CHI,2002,11/10/2001,6,0,CHI,Bulls,CHH,Pelicans,1292.1563,1550.339,L
200111100DAL,2002,11/10/2001,7,0,DAL,Mavericks,PHI,Sixers,1614.5529,1508.3276,L
200111100IND,2002,11/10/2001,8,0,IND,Pacers,POR,Trailblazers,1534.1085,1527.7054,W
200111100LAC,2002,11/10/2001,7,0,LAC,Clippers,PHO,Suns,1461.5128,1547.7223,W
200111100MIA,2002,11/10/2001,6,0,MIA,Heat,SAC,Kings,1489.7312,1612.1473,L
200111100MIL,2002,11/10/2001,5,0,MIL,Bucks,MIN,Timberwolves,1613.5298,1569.0413,L
200111100NJN,2002,11/10/2001,6,0,NJN,Nets,CLE,Cavaliers,1417.6204,1369.6405,W
200111100NYK,2002,11/10/2001,7,0,NYK,Knicks,GSW,Warriors,1495.764,1323.4817,L
200111100SAS,2002,11/10/2001,7,0,SAS,Spurs,ATL,Hawks,1648.4038,1350.5331,W
200111100UTA,2002,11/10/2001,7,0,UTA,Jazz,TOR,Raptors,1564.3975,1556.3696,L
200111110DEN,2002,11/11/2001,7,0,DEN,Nuggets,TOR,Raptors,1479.5876,1580.5094,W
200111110DET,2002,11/11/2001,6,0,DET,Pistons,POR,Trailblazers,1491.1753,1521.3995,L
200111110LAL,2002,11/11/2001,6,0,LAL,Lakers,ORL,Magic,1727.8147,1533.6683,W
200111110WAS,2002,11/11/2001,7,0,WAS,Wizards,SEA,Thunder,1345.8998,1513.7561,L
200111120MEM,2002,11/12/2001,7,0,MEM,Grizzlies,GSW,Warriors,1359.2271,1356.9261,L
200111120UTA,2002,11/12/2001,8,0,UTA,Jazz,ORL,Magic,1540.2577,1530.5865,W
200111130DEN,2002,11/13/2001,8,0,DEN,Nuggets,CHI,Bulls,1490.6364,1288.9352,W
200111130IND,2002,11/13/2001,9,0,IND,Pacers,NJN,Nets,1540.4144,1420.6101,L
200111130MIA,2002,11/13/2001,7,0,MIA,Heat,PHI,Sixers,1477.3571,1523.767,L
200111130MIN,2002,11/13/2001,7,0,MIN,Timberwolves,CLE,Cavaliers,1591.1915,1366.6508,L
200111130NYK,2002,11/13/2001,8,0,NYK,Knicks,POR,Trailblazers,1462.3196,1527.5313,W
200111130SAC,2002,11/13/2001,8,0,SAC,Kings,TOR,Raptors,1624.5215,1569.4607,W
200111130SAS,2002,11/13/2001,8,0,SAS,Spurs,HOU,Rockets,1650.8458,1559.1714,W
200111130SEA,2002,11/13/2001,9,0,SEA,Thunder,PHO,Suns,1524.0635,1538.4766,L
200111140ATL,2002,11/14/2001,8,0,ATL,Hawks,UTA,Jazz,1348.0911,1545.6285,W
200111140BOS,2002,11/14/2001,7,0,BOS,Celtics,IND,Pacers,1491.3871,1521.9913,W
200111140CLE,2002,11/14/2001,9,0,CLE,Cavaliers,DAL,Mavericks,1381.4502,1599.1135,L
200111140GSW,2002,11/14/2001,9,0,GSW,Warriors,TOR,Raptors,1368.7113,1564.4282,L
200111140LAC,2002,11/14/2001,8,0,LAC,Clippers,CHI,Bulls,1470.7585,1286.745,W
200111140PHI,2002,11/14/2001,8,0,PHI,Sixers,CHH,Pelicans,1533.0824,1553.5601,W
200111140PHO,2002,11/14/2001,9,0,PHO,Suns,ORL,Magic,1543.8633,1525.2157,L
200111140WAS,2002,11/14/2001,8,0,WAS,Wizards,MIL,Bucks,1335.5924,1591.3795,L
200111150DEN,2002,11/15/2001,9,0,DEN,Nuggets,ORL,Magic,1492.8265,1531.1499,L
200111150DET,2002,11/15/2001,7,0,DET,Pistons,DAL,Mavericks,1485.0436,1606.6582,W
200111150HOU,2002,11/15/2001,9,0,HOU,Rockets,LAL,Lakers,1556.4393,1730.8965,L
200111150MEM,2002,11/15/2001,8,0,MEM,Grizzlies,POR,Trailblazers,1347.4419,1520.1631,L
200111150NYK,2002,11/15/2001,9,0,NYK,Knicks,MIA,Heat,1469.6877,1468.0416,W
200111160IND,2002,11/16/2001,11,0,IND,Pacers,MIN,Timberwolves,1515.0852,1576.3921,L
200111160LAC,2002,11/16/2001,9,0,LAC,Clippers,TOR,Raptors,1472.4402,1570.1427,L
200111160MIA,2002,11/16/2001,9,0,MIA,Heat,CHH,Pelicans,1461.6007,1544.1881,L
200111160NJN,2002,11/16/2001,8,0,NJN,Nets,NYK,Knicks,1439.0332,1476.1287,W
200111160PHI,2002,11/16/2001,9,0,PHI,Sixers,ATL,Hawks,1542.4543,1379.7506,W
200111160PHO,2002,11/16/2001,10,0,PHO,Suns,LAL,Lakers,1537.9291,1733.906,W
200111160SAC,2002,11/16/2001,9,0,SAC,Kings,CHI,Bulls,1629.554,1285.0634,W
200111160SAS,2002,11/16/2001,9,0,SAS,Spurs,CLE,Cavaliers,1653.5779,1373.9055,W
200111160SEA,2002,11/16/2001,10,0,SEA,Thunder,GSW,Warriors,1518.6768,1362.9968,W
200111160WAS,2002,11/16/2001,9,0,WAS,Wizards,UTA,Jazz,1330.5774,1513.969,L
200111170ATL,2002,11/17/2001,10,0,ATL,Hawks,BOS,Celtics,1374.8613,1498.2932,W
200111170CHH,2002,11/17/2001,9,0,CHH,Pelicans,POR,Trailblazers,1554.5537,1530.7079,L
200111170DET,2002,11/17/2001,8,0,DET,Pistons,IND,Pacers,1506.355,1505.4408,W
200111170GSW,2002,11/17/2001,11,0,GSW,Warriors,CHI,Bulls,1359.98,1282.5236,W
200111170HOU,2002,11/17/2001,10,0,HOU,Rockets,DAL,Mavericks,1553.4298,1585.3468,W
200111170MEM,2002,11/17/2001,9,0,MEM,Grizzlies,CLE,Cavaliers,1336.8971,1371.9116,W
200111170MIL,2002,11/17/2001,7,0,MIL,Bucks,UTA,Jazz,1596.3945,1520.9449,W
200111170MIN,2002,11/17/2001,9,0,MIN,Timberwolves,ORL,Magic,1586.0365,1550.6996,W
200111170NJN,2002,11/17/2001,9,0,NJN,Nets,PHI,Sixers,1454.444,1547.3436,L
200111170SEA,2002,11/17/2001,11,0,SEA,Thunder,DEN,Nuggets,1521.6936,1473.2769,L
200111180LAC,2002,11/18/2001,10,0,LAC,Clippers,NYK,Knicks,1462.6239,1460.7179,W
200111180LAL,2002,11/18/2001,9,0,LAL,Lakers,SAC,Kings,1717.9063,1632.0938,W
200111180PHO,2002,11/18/2001,11,0,PHO,Suns,TOR,Raptors,1553.9288,1579.959,L
200111190DEN,2002,11/19/2001,11,0,DEN,Nuggets,NJN,Nets,1489.7976,1442.5022,W
200111190SAC,2002,11/19/2001,11,0,SAC,Kings,HOU,Rockets,1628.0551,1572.9357,W
200111200DAL,2002,11/20/2001,11,0,DAL,Mavericks,SEA,Thunder,1565.8409,1505.1729,L
200111200GSW,2002,11/20/2001,12,0,GSW,Warriors,NYK,Knicks,1363.2428,1452.6195,L
200111200IND,2002,11/20/2001,13,0,IND,Pacers,ATL,Hawks,1500.3074,1385.4491,W
200111200LAC,2002,11/20/2001,11,0,LAC,Clippers,LAL,Lakers,1470.7223,1721.9449,L
200111200MIA,2002,11/20/2001,10,0,MIA,Heat,MIN,Timberwolves,1451.2351,1591.1898,L
200111200POR,2002,11/20/2001,12,0,POR,Trailblazers,HOU,Rockets,1546.1671,1560.0184,L
200111200TOR,2002,11/20/2001,12,0,TOR,Raptors,DET,Pistons,1589.902,1511.4884,L
200111200WAS,2002,11/20/2001,10,0,WAS,Wizards,CHH,Pelicans,1323.6014,1539.0945,L
200111210BOS,2002,11/21/2001,9,0,BOS,Celtics,ATL,Hawks,1487.7054,1383.0206,L
200111210CHH,2002,11/21/2001,11,0,CHH,Pelicans,DAL,Mavericks,1544.326,1550.921,L
200111210CLE,2002,11/21/2001,12,0,CLE,Cavaliers,MEM,Grizzlies,1366.4589,1342.3499,W
200111210DEN,2002,11/21/2001,12,0,DEN,Nuggets,LAL,Lakers,1492.7971,1725.6508,L
200111210MIL,2002,11/21/2001,8,0,MIL,Bucks,CHI,Bulls,1601.5505,1279.2607,W
200111210ORL,2002,11/21/2001,12,0,ORL,Magic,MIN,Timberwolves,1545.5463,1598.4086,W
200111210PHI,2002,11/21/2001,11,0,PHI,Sixers,DET,Pistons,1559.2854,1522.3529,W
200111210PHO,2002,11/21/2001,12,0,PHO,Suns,NYK,Knicks,1543.9858,1471.9753,W
200111210SAC,2002,11/21/2001,12,0,SAC,Kings,POR,Trailblazers,1640.9723,1534.936,W
200111210SAS,2002,11/21/2001,10,0,SAS,Spurs,SEA,Thunder,1655.5718,1520.0928,W
200111210UTA,2002,11/21/2001,12,0,UTA,Jazz,NJN,Nets,1515.7889,1439.5027,L
200111220IND,2002,11/22/2001,14,0,IND,Pacers,WAS,Wizards,1502.7358,1318.3699,W
200111220LAC,2002,11/22/2001,12,0,LAC,Clippers,NJN,Nets,1467.0165,1446.41,L
200111220TOR,2002,11/22/2001,13,0,TOR,Raptors,MIL,Bucks,1579.0375,1602.3149,L
200111230ATL,2002,11/23/2001,13,0,ATL,Hawks,DET,Pistons,1398.4052,1518.3882,W
200111230BOS,2002,11/23/2001,10,0,BOS,Celtics,TOR,Raptors,1472.3209,1571.787,L
200111230CHH,2002,11/23/2001,12,0,CHH,Pelicans,ORL,Magic,1529.3009,1554.7266,L
200111230IND,2002,11/23/2001,15,0,IND,Pacers,SAS,Spurs,1504.9685,1660.6245,L
200111230LAL,2002,11/23/2001,12,0,LAL,Lakers,GSW,Warriors,1735.382,1343.887,W
200111230MEM,2002,11/23/2001,11,0,MEM,Grizzlies,PHO,Suns,1337.3201,1552.8541,L
200111230MIA,2002,11/23/2001,11,0,MIA,Heat,DAL,Mavericks,1444.0164,1565.9462,L
200111230PHI,2002,11/23/2001,12,0,PHI,Sixers,CLE,Cavaliers,1563.2501,1371.4886,W
200111230POR,2002,11/23/2001,14,0,POR,Trailblazers,DEN,Nuggets,1530.2615,1483.0659,W
200111230SEA,2002,11/23/2001,14,0,SEA,Thunder,HOU,Rockets,1515.04,1571.2495,W
200111230UTA,2002,11/23/2001,13,0,UTA,Jazz,LAC,Clippers,1508.8816,1456.6274,W
